Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S27,Reading,American,British,P21,M,High,FLEECE,868.079,1084.685,0.395,0.674,1.392,-0.828,-8.950,-7.882,-5.763,-13.121,9.345,8.556,7.155,12.293,-3.093,-1.661,-2.740,-4.870,10.758,10.475,8.748,13.007,17.924,17.155,17.473,19.155,17.981,13.528,21.903,18.584,21.562,20.472,21.252,22.980,147.257,156.514,144.036,141.256,0.838,0.884,0.879,0.753,159.543,215.069,151.832,114.813
English,S27,Reading,American,British,P22,M,High,FLEECE,1152.141,1389.133,-0.445,0.294,0.958,-2.552,-9.715,-10.064,-9.019,-10.030,9.269,10.358,9.977,7.479,-2.168,-2.201,-2.706,-1.613,10.625,12.850,10.245,8.757,19.636,19.408,19.827,19.668,16.241,14.295,16.028,18.386,20.180,21.523,19.829,19.225,141.155,153.607,144.942,124.968,0.572,0.646,0.565,0.464,173.395,194.896,176.272,134.706
English,S27,Reading,American,British,P23,M,High,GOOSE,817.113,995.494,0.705,2.431,1.603,-1.920,-8.580,-6.115,-6.372,-13.230,9.286,8.546,7.975,11.310,-3.620,-2.520,-4.939,-3.435,10.676,10.972,8.404,12.589,21.186,23.903,23.041,16.557,19.615,19.949,23.077,15.865,21.553,18.740,21.854,24.091,150.266,152.107,148.260,150.377,0.849,0.845,0.855,0.845,178.484,206.879,177.525,143.876
English,S27,Reading,American,British,P24,M,High,GOOSE,1146.645,1335.219,2.625,5.188,2.790,-0.083,-5.599,-3.590,-3.840,-9.308,8.224,8.777,6.630,9.226,-2.050,-2.876,-2.090,-1.203,8.794,10.061,6.877,9.392,22.701,22.714,22.570,22.796,22.090,20.690,24.720,20.957,19.517,19.829,20.166,18.661,146.625,152.879,143.925,143.007,0.753,0.566,0.870,0.869,186.884,223.987,173.575,144.833
English,S27,Reading,American,British,P25,M,High,FLEECE,1364.597,1540.430,-1.095,0.595,-0.285,-3.583,-14.240,-12.494,-13.205,-17.031,13.145,13.089,12.920,13.447,-1.722,-1.206,-0.963,-3.000,13.947,14.172,14.080,13.614,21.749,20.754,20.701,23.851,21.818,20.672,22.966,21.867,16.552,16.313,16.791,16.539,150.544,155.815,148.580,147.259,0.803,0.805,0.839,0.749,161.058,186.019,157.431,133.315
English,S27,Reading,American,British,P26,M,High,FLEECE,1264.140,1470.552,-0.822,-0.025,-0.047,-2.378,-9.414,-8.152,-10.223,-9.867,8.593,8.126,10.176,7.488,-0.709,1.449,-2.164,-1.417,10.590,10.225,10.819,10.716,17.137,17.801,17.812,15.854,19.262,16.668,21.195,19.918,20.814,18.401,20.561,23.484,146.825,161.555,146.514,132.392,0.767,0.819,0.800,0.651,156.350,204.582,144.087,111.835
English,S27,Reading,American,British,P27,C,Low,LOT,1412.468,1621.428,1.107,1.401,1.979,-0.040,-8.003,-9.414,-4.924,-9.649,9.111,10.815,6.903,9.609,6.448,2.496,9.296,7.596,26.069,27.758,24.412,26.056,32.933,30.578,32.052,36.255,16.294,13.186,17.546,18.219,16.170,15.790,16.623,16.120,147.672,156.790,142.879,143.235,0.737,0.722,0.718,0.823,122.197,145.682,111.014,97.677
English,S27,Reading,American,British,P5,C,High,KIT,1008.237,1145.845,-0.512,-3.764,1.989,0.293,-5.673,-10.367,-3.283,-3.319,5.162,6.603,5.272,3.612,4.791,3.639,5.584,5.123,16.872,17.549,17.299,15.768,19.586,21.687,18.610,18.492,17.475,13.064,18.954,20.442,18.401,16.091,19.042,20.108,162.450,193.823,154.836,138.701,0.729,0.853,0.619,0.731,188.822,220.646,196.100,149.605
English,S27,Reading,American,British,P6,C,Low,TRAP,1068.995,1270.310,-1.581,2.289,1.024,-7.999,-5.396,-1.889,-3.846,-10.423,3.815,4.178,4.870,2.424,8.116,9.808,7.964,6.511,24.543,25.863,26.096,21.708,31.551,30.606,34.919,29.179,21.039,20.159,24.418,18.618,17.195,17.557,17.310,16.672,135.063,145.180,130.615,129.031,0.677,0.547,0.706,0.850,139.806,164.215,128.328,117.650
English,S27,Reading,American,British,P7,C,High,FLEECE,1134.602,1404.721,-3.520,0.494,-2.869,-8.153,-9.562,-7.566,-9.695,-11.389,6.042,8.060,6.826,3.236,0.170,-1.085,0.119,1.489,8.098,8.911,8.661,6.701,10.381,11.892,10.326,8.954,4.415,8.675,1.295,3.280,21.556,21.153,21.536,21.989,165.960,157.715,176.747,163.407,0.837,0.852,0.827,0.826,173.008,200.193,161.926,143.573
French,S27,Reading,American,British,P1,M,Low,PLAT,910.862,1022.987,4.636,3.386,6.227,4.332,-5.774,-8.442,-3.383,-5.448,10.409,11.828,9.610,9.780,15.279,13.029,19.160,13.678,32.407,36.396,30.995,29.801,33.360,27.481,35.412,37.175,28.428,25.948,28.982,30.365,18.994,18.053,19.971,18.957,149.109,150.733,150.622,145.984,0.743,0.693,0.772,0.752,134.622,150.957,143.068,113.236
French,S27,Reading,American,British,P10,M,High,RUE,908.588,997.778,3.570,4.587,4.059,2.124,-9.845,-7.286,-9.115,-13.004,13.416,11.873,13.174,15.128,-0.272,2.148,0.570,-3.402,17.579,19.497,17.894,15.476,26.928,27.477,27.210,26.111,22.865,25.343,22.615,20.766,18.869,19.147,19.001,18.493,143.881,143.955,143.837,143.860,0.799,0.817,0.782,0.776,122.951,126.123,120.223,118.500
French,S27,Reading,American,British,P11,M,High,ROUE,741.073,860.843,1.963,0.758,2.589,2.573,-5.423,-2.865,-5.356,-8.063,7.386,3.623,7.945,10.636,1.837,4.544,1.888,-0.922,13.524,16.110,12.159,12.237,25.834,23.323,27.453,26.773,13.047,4.088,15.827,19.246,17.702,17.624,17.894,17.612,148.463,151.494,147.945,145.953,0.778,0.774,0.774,0.785,193.314,201.218,197.670,181.253
French,S27,Reading,American,British,P13,M,High,RUE,758.090,898.246,2.997,2.373,3.286,3.355,-5.119,-5.144,-5.077,-5.132,8.116,7.517,8.364,8.487,4.375,4.494,4.411,4.224,15.927,16.277,15.966,15.527,21.558,20.448,22.143,22.058,18.935,19.546,18.989,18.314,18.797,17.977,18.565,19.900,160.567,161.029,160.082,160.579,0.791,0.780,0.791,0.803,202.787,203.530,205.183,199.664
French,S27,Reading,American,British,P14,M,High,IL,888.201,1010.520,-2.158,-3.699,-0.563,-2.149,-3.511,-5.187,-2.179,-3.122,1.353,1.488,1.616,0.973,4.807,3.698,5.625,5.106,8.503,5.348,12.037,8.276,18.434,19.083,20.024,16.245,12.393,9.203,17.050,11.104,15.595,14.447,15.620,16.732,159.128,158.365,156.565,162.434,0.821,0.811,0.810,0.839,235.471,240.260,239.027,228.412
French,S27,Reading,American,British,P15,M,High,ROUE,785.595,869.689,-3.499,-8.386,-1.730,-0.268,-9.222,-16.105,-4.786,-6.512,5.723,7.719,3.056,6.244,6.052,13.232,3.546,1.253,23.091,37.419,13.417,17.852,31.445,41.337,25.635,27.040,18.153,29.345,11.222,13.567,14.414,14.600,14.144,14.465,145.145,149.474,144.224,141.574,0.785,0.763,0.785,0.791,195.588,157.425,190.911,211.168
French,S27,Reading,American,British,P16,M,Low,PLAT,819.397,974.843,4.842,5.540,5.266,3.733,-3.682,-0.782,-3.587,-6.662,8.524,6.322,8.853,10.395,11.684,11.880,11.264,11.884,30.466,28.861,31.818,30.739,38.370,37.736,39.905,37.498,27.352,26.297,28.419,27.391,19.758,19.638,20.277,19.382,140.986,142.928,140.211,139.780,0.731,0.731,0,0,96.573,96.573,0,0
French,S27,Reading,American,British,P17,M,Low,PÂTE,777.149,945.337,6.024,7.495,6.575,4.013,-1.746,-0.876,-0.674,-3.669,7.770,8.371,7.249,7.682,13.630,9.832,18.638,12.484,30.096,30.581,33.069,26.677,34.604,36.153,34.499,33.233,23.819,22.793,24.750,23.886,21.267,21.053,21.928,20.889,145.829,146.835,145.280,145.377,0.707,0.672,0.710,0.759,139.396,166.505,126.895,116.023
French,S27,Reading,American,British,P18,M,Low,PLAT,954.457,1051.292,4.776,2.477,6.405,5.613,-3.923,-6.447,-1.435,-3.664,8.698,8.924,7.840,9.277,15.249,15.153,18.307,12.495,32.399,32.431,32.893,31.877,33.302,32.340,34.143,33.440,22.046,19.557,24.112,22.641,20.097,17.570,22.058,20.889,148.058,153.800,148.271,141.879,0.727,0.672,0.755,0.748,190.062,203.452,194.764,168.761
French,S27,Reading,American,British,P19,M,Low,PLAT,1042.837,1180.445,6.336,6.462,6.710,5.845,-2.455,-1.058,-0.956,-5.351,8.791,7.519,7.666,11.195,13.537,15.146,18.216,7.423,32.680,30.455,35.818,31.925,34.641,35.280,37.181,31.451,24.138,24.048,25.896,22.484,19.118,19.102,20.254,17.988,141.887,144.238,141.785,139.601,0.716,0.738,0.716,0.679,106.271,130.865,101.300,72.841
French,S27,Reading,American,British,P22,M,Low,PLAT,1017.354,1121.835,5.199,2.681,6.418,6.579,-2.530,-6.746,0.396,-1.084,7.730,9.427,6.022,7.663,12.429,10.217,12.158,14.975,33.101,34.183,32.687,32.434,36.458,33.233,39.758,36.477,25.538,22.386,28.425,25.930,18.950,17.608,19.948,19.386,143.713,148.970,143.788,138.364,0.708,0.701,0.699,0.733,156.445,168.746,153.589,144.220
French,S27,Reading,American,British,P23,M,High,IL,778.625,875.460,-1.349,-5.531,0.805,0.781,-5.318,-5.185,-5.017,-5.713,3.969,-0.346,5.822,6.494,2.557,3.298,2.562,1.854,13.530,7.862,16.984,15.888,19.479,12.010,24.172,22.500,11.309,4.309,14.198,15.582,13.996,13.085,15.187,13.732,141.051,144.973,142.204,135.984,0.787,0.834,0.833,0.713,193.043,218.406,194.152,177.634
French,S27,Reading,American,British,P25,M,Low,PLAT,799.283,952.181,5.306,4.932,6.993,4.063,-8.485,-10.265,-6.823,-8.300,13.792,15.198,13.817,12.363,0.585,-4.139,1.886,4.137,29.289,26.931,31.170,29.875,26.203,20.582,26.819,31.223,18.963,16.537,20.092,20.428,17.373,16.389,17.798,17.920,144.188,140.265,140.295,151.857,0.708,0.719,0.680,0.771,99.763,115.092,91.835,87.669
French,S27,Reading,American,British,P26,M,High,IL,814.027,969.473,-1.982,-4.312,-1.401,-0.170,-6.464,-5.426,-3.562,-10.410,4.482,1.114,2.161,10.240,2.887,4.762,4.315,-0.423,13.335,9.287,15.156,15.771,22.378,21.101,21.803,24.298,14.113,8.194,14.947,19.418,16.692,16.035,16.973,17.061,151.402,154.620,151.387,148.205,0.807,0.817,0.802,0.803,201.602,210.398,206.300,185.684
French,S27,Reading,American,British,P27,M,Low,PLAT,817.775,934.997,3.949,0.360,5.933,5.653,-7.190,-14.041,-2.464,-4.861,11.139,14.401,8.397,10.514,9.482,3.953,16.069,8.712,32.221,32.225,32.969,31.465,31.234,28.467,33.990,31.348,20.234,11.951,26.378,22.536,18.281,14.991,20.703,19.184,143.504,145.165,145.223,140.107,0.749,0.721,0.753,0.762,152.577,194.048,145.523,133.186
French,S27,Reading,American,British,P6,M,Low,PÂTE,1095.141,1225.104,2.949,3.361,2.805,2.688,-4.261,-3.761,-3.561,-5.431,7.210,7.122,6.366,8.118,12.364,10.487,14.009,12.639,28.935,29.120,29.936,27.708,36.469,37.312,37.760,34.340,24.188,26.950,23.907,21.791,15.755,16.436,14.651,16.193,131.985,134.923,132.065,128.907,0.497,0.531,0.102,0.856,91.918,87.065,97.300,110.600
French,S27,Reading,American,British,P9,M,High,IL,903.491,1002.875,0.273,-1.499,1.820,0.623,-2.789,-2.660,-1.922,-3.750,3.062,1.161,3.742,4.373,4.171,4.521,4.507,3.489,16.017,11.148,19.219,18.005,21.614,19.937,21.811,23.127,14.893,11.574,17.543,15.754,17.058,14.583,18.809,17.964,153.682,159.646,153.256,147.956,0.773,0.779,0.771,0.766,208.840,221.000,211.264,185.924
English,S28,Reading,American,American,P1,C,Low,TRAP,1284.825,1526.913,-4.714,-2.620,-6.981,-4.602,-0.598,5.158,4.766,-11.506,-4.116,-7.779,-11.748,6.905,8.391,9.237,11.840,4.236,17.945,15.121,17.480,21.217,21.908,18.968,22.565,24.204,24.057,21.383,23.444,27.324,20.554,19.920,24.313,17.599,136.231,101.806,106.062,199.668,0.870,0.790,0.896,0.919,57.986,60.767,53.460,59.974
English,S28,Reading,American,American,P11,C,High,KIT,1067.466,1210.171,-4.753,-1.139,-2.408,-10.755,-1.719,-6.187,2.322,-1.288,-3.034,5.048,-4.730,-9.467,5.490,1.883,6.369,8.251,9.643,14.281,10.989,3.593,11.373,13.411,13.898,6.818,14.663,15.698,15.972,12.314,20.049,16.630,23.749,19.786,135.742,191.559,105.625,108.732,0.835,0.736,0.874,0.890,70.141,67.497,74.257,66.659
English,S28,Reading,American,American,P13,C,High,FLEECE,1315.192,1493.573,-3.931,-2.272,-3.357,-6.128,-4.314,-1.704,-4.929,-6.299,0.383,-0.568,1.572,0.171,2.637,3.670,2.693,1.558,6.129,10.344,5.750,2.247,12.993,11.664,13.418,13.875,4.837,6.967,2.576,4.869,19.356,20.494,19.316,18.332,199.221,205.180,186.848,205.097,0.752,0.653,0.794,0.805,55.303,61.736,60.370,44.044
English,S28,Reading,American,American,P14,C,High,KIT,1341.231,1506.870,-6.150,-8.089,-2.125,-8.227,5.759,7.413,7.555,2.344,-11.909,-15.502,-9.680,-10.571,11.263,7.502,15.186,11.183,5.036,1.058,7.434,6.585,9.119,5.863,16.220,5.256,12.778,6.101,17.388,14.860,21.447,18.944,21.511,23.897,96.701,96.040,96.427,97.658,0.801,0.686,0.828,0.889,67.245,64.969,71.305,65.462
English,S28,Reading,American,American,P16,C,High,GOOSE,935.432,1218.293,1.992,-0.148,2.864,3.309,-4.804,1.808,-11.401,-4.940,6.796,-1.956,14.265,8.249,1.797,4.743,-2.474,3.074,13.741,5.596,18.352,17.459,21.210,13.245,22.947,27.549,16.961,6.761,24.552,19.766,21.346,22.684,18.349,22.936,207.796,195.901,198.375,229.078,0.764,0.738,0.782,0.772,83.729,77.349,70.783,103.191
English,S28,Reading,American,American,P19,C,High,GOOSE,918.673,1114.892,0.475,3.623,1.924,-4.025,-11.408,-5.878,-13.311,-15.043,11.883,9.501,15.235,11.018,-4.818,-4.675,-6.430,-3.414,15.404,14.952,17.710,13.645,17.481,16.129,18.131,18.183,13.996,11.292,15.599,15.108,19.455,21.598,20.142,16.646,190.170,191.486,184.125,195.021,0.678,0.665,0.751,0.581,69.996,85.041,65.145,53.468
English,S28,Reading,American,American,P2,C,High,KIT,1122.930,1301.311,-2.615,-1.993,-1.770,-4.057,-0.365,1.427,0.711,-3.230,-2.250,-3.420,-2.482,-0.827,5.625,9.650,7.160,0.058,8.460,9.011,10.135,6.252,7.787,9.415,9.965,4.021,10.830,9.932,10.949,11.617,21.741,18.457,23.624,23.135,84.475,106.012,83.084,64.231,0.789,0.747,0.800,0.825,56.977,69.860,50.214,49.787
English,S28,Reading,American,American,P21,C,High,FLEECE,1153.051,1349.270,-4.802,-5.875,-2.788,-5.742,1.484,2.416,1.956,0.093,-6.285,-8.291,-4.743,-5.835,3.960,3.706,5.788,2.397,5.564,3.639,6.517,6.563,14.178,10.455,16.605,15.411,8.034,1.016,8.848,14.211,19.506,19.131,19.949,19.475,95.369,99.214,93.456,93.402,0.807,0.765,0.816,0.842,71.487,78.140,69.775,66.178
English,S28,Reading,American,American,P22,C,High,FLEECE,2072.827,2205.338,1.865,7.508,1.160,-3.088,-1.824,-5.866,0.706,-0.209,3.689,13.373,0.455,-2.879,2.465,-1.234,4.520,4.177,13.205,19.596,12.775,7.184,17.554,25.662,10.683,16.073,3.952,14.778,-7.331,4.051,22.390,21.024,23.715,22.502,159.910,206.490,178.679,94.059,0.736,0.652,0.723,0.832,80.956,98.952,79.960,63.977
English,S28,Reading,American,American,P23,M,High,GOOSE,1136.641,1320.118,2.382,0.660,3.141,3.381,-9.971,-9.774,-11.210,-8.954,12.353,10.434,14.351,12.336,-3.953,-2.729,-5.980,-3.209,15.348,14.618,15.285,16.148,20.245,19.010,18.679,23.069,17.962,16.562,17.942,19.374,22.079,18.905,24.294,23.091,204.725,198.479,195.606,219.907,0.684,0.659,0.664,0.723,83.102,84.560,80.841,84.103
English,S28,Reading,American,American,P24,M,High,GOOSE,1536.197,1813.962,0.499,2.085,1.916,-2.454,-6.553,-7.246,-7.274,-5.141,7.052,9.330,9.190,2.687,1.998,0.799,1.808,3.398,13.211,13.111,14.786,11.815,21.731,22.007,21.825,21.377,15.055,13.741,15.473,15.972,23.513,23.084,27.133,20.399,214.173,192.365,200.095,249.690,0.677,0.665,0.672,0.697,99.130,90.610,87.649,122.869
English,S28,Reading,American,American,P25,C,High,FLEECE,1743.229,1891.031,-14.066,-8.994,-11.288,-21.940,-13.168,-7.561,-11.160,-20.779,-0.898,-1.433,-0.128,-1.161,0.306,0.808,-0.095,0.184,2.054,1.374,1.334,3.474,11.355,13.480,12.936,7.605,-3.035,-7.672,0.037,-1.470,14.442,15.940,13.696,13.695,210.647,203.695,209.841,218.215,0.756,0.751,0.821,0,71.934,71.461,78.400,0
English,S28,Reading,American,American,P26,C,High,FLEECE,1403.233,1588.055,-4.542,0.645,-2.807,-11.417,-2.387,-8.126,2.530,-1.435,-2.155,8.771,-5.337,-9.982,7.569,-1.686,11.491,13.076,9.312,10.159,11.130,6.713,14.022,13.097,16.398,12.612,13.219,11.402,15.374,12.918,19.733,20.559,19.146,19.486,119.269,167.115,94.294,95.223,0.827,0.740,0.862,0.927,67.993,79.332,62.952,56.129
English,S28,Reading,American,American,P27,C,Low,LOT,1969.590,2318.706,1.815,2.775,2.209,0.468,-3.310,-1.661,-1.364,-6.792,5.126,4.436,3.573,7.259,5.508,10.228,5.897,0.509,19.738,25.634,18.486,15.134,24.442,27.425,21.574,24.305,16.283,20.550,14.178,14.139,22.205,20.326,23.738,22.564,201.186,158.010,181.250,262.961,0.691,0.675,0.694,0.703,94.265,79.507,78.126,127.927
English,S28,Reading,American,American,P5,C,High,KIT,1999.931,2112.056,-3.071,1.482,-2.704,-7.924,-3.661,-7.774,-0.751,-2.445,0.590,9.256,-1.953,-5.480,2.315,1.133,3.855,1.990,11.445,17.226,10.556,6.637,14.073,18.198,12.470,11.590,14.149,16.040,10.733,15.689,20.412,20.243,23.167,17.803,147.385,198.270,108.546,135.782,0.759,0.743,0.849,0.611,58.339,60.148,62.111,47.853
English,S28,Reading,American,American,P6,C,Low,TRAP,1312.291,1541.637,-8.617,-1.029,-10.778,-14.060,-3.059,0.428,-2.313,-7.231,-5.558,-1.457,-8.466,-6.829,7.052,4.714,7.859,8.622,13.619,14.649,11.873,14.333,17.602,18.627,16.938,17.269,15.006,16.831,13.203,14.923,20.520,20.816,20.506,20.297,113.716,136.028,103.393,101.266,0.800,0.800,0,0,62.175,62.175,0,0
English,S28,Reading,American,American,P7,C,High,FLEECE,1442.329,1601.597,-0.125,-1.681,1.066,0.275,-1.298,0.796,-1.067,-3.605,1.173,-2.476,2.133,3.879,3.675,2.886,4.871,3.258,9.622,3.408,15.234,10.208,11.591,9.448,10.146,15.195,5.350,3.567,2.883,9.594,20.900,19.336,24.199,19.186,183.835,202.980,184.216,164.378,0.690,0.615,0.632,0.812,76.713,95.700,78.308,58.996
French,S28,Reading,American,American,P1,C,Low,PLAT,1129.365,1328.404,-2.100,-0.434,1.811,-7.620,-10.706,-9.846,-9.318,-12.946,8.606,9.412,11.129,5.326,8.324,7.736,12.148,5.167,24.273,25.014,29.608,18.323,28.712,24.768,34.652,26.894,27.605,23.649,36.611,22.826,17.651,17.874,20.412,14.719,190.221,176.746,185.731,208.352,0.767,0.782,0.755,0,56.174,59.753,53.130,0
French,S28,Reading,American,American,P10,C,High,RUE,1106.400,1254.665,0.873,-0.124,1.532,1.242,-8.198,-0.040,-7.351,-17.161,9.071,-0.084,8.883,18.403,-1.365,0.930,-0.314,-4.658,16.771,10.177,19.325,20.953,19.339,11.810,18.702,27.439,17.151,12.392,18.394,20.693,20.321,22.462,20.715,17.754,182.643,189.667,184.444,173.921,0.692,0.667,0.652,0.758,83.203,91.378,87.332,70.814
French,S28,Reading,American,American,P11,M,High,ROUE,814.506,934.335,-0.974,-1.661,0.645,-1.876,-2.656,-0.832,-0.807,-6.196,1.682,-0.829,1.453,4.320,7.026,7.821,8.796,4.587,14.747,7.602,19.761,16.847,22.731,20.611,22.269,25.296,9.764,3.058,9.614,16.415,16.025,17.178,16.627,14.302,189.262,192.976,188.726,186.222,0.677,0.681,0.695,0.640,91.940,107.980,93.072,63.321
French,S28,Reading,American,American,P13,M,High,RUE,1075.378,1201.301,-0.397,-0.073,-0.232,-0.877,2.163,1.588,3.063,1.864,-2.560,-1.661,-3.295,-2.740,3.082,1.997,3.760,3.512,0.648,0.153,1.253,0.559,11.457,10.250,10.944,13.191,17.144,16.529,16.875,18.141,19.236,16.375,22.249,19.183,211.324,213.086,216.834,204.223,0.758,0.746,0.752,0.776,98.985,103.938,107.950,85.067
French,S28,Reading,American,American,P14,M,High,IL,1121.666,1284.147,0.344,-3.193,3.264,1.067,-3.136,-4.205,-1.113,-4.048,3.480,1.011,4.377,5.115,3.798,2.416,5.342,3.681,16.962,7.855,23.118,20.134,18.690,15.937,21.187,19.048,9.784,6.575,10.414,12.472,21.890,16.290,22.941,26.435,217.838,201.985,213.708,237.703,0.749,0.681,0.765,0.784,109.965,115.102,100.198,115.725
French,S28,Reading,American,American,P15,C,High,ROUE,872.931,972.450,-6.725,-12.079,-5.379,-2.608,3.157,-1.874,5.662,5.780,-9.882,-10.205,-11.041,-8.388,8.388,-0.670,8.585,17.146,7.596,0.920,8.497,13.432,19.153,11.547,19.770,26.212,8.777,-1.922,9.159,19.124,16.766,15.913,16.062,18.281,96.235,100.506,95.570,92.622,0.764,0.759,0.749,0.783,84.377,72.738,95.018,82.906
French,S28,Reading,American,American,P16,C,Low,PLAT,900.240,1066.783,1.325,3.708,2.018,-1.727,1.741,-0.551,-0.351,6.142,-0.416,4.259,2.369,-7.869,10.004,7.032,12.390,10.700,20.399,19.346,21.977,19.887,29.468,25.331,32.681,30.479,22.886,17.657,24.830,26.246,21.468,22.971,19.953,21.462,140.761,181.271,145.669,95.402,0.714,0.630,0.746,0.761,68.736,78.311,65.270,63.038
French,S28,Reading,American,American,P17,C,Low,PÂTE,886.409,1095.603,-5.412,-0.273,-5.754,-10.200,0.596,-2.150,1.237,2.780,-6.008,1.877,-6.991,-12.981,7.123,5.733,6.976,8.695,12.059,16.841,11.250,8.122,18.052,22.422,15.009,16.705,14.620,15.721,15.648,12.578,22.310,21.767,24.551,20.623,119.536,156.705,97.774,103.568,0.748,0.778,0.499,0.824,60.147,61.533,55.115,60.795
French,S28,Reading,American,American,P18,C,Low,PLAT,1094.617,1273.346,-0.570,-0.859,0.544,-1.287,4.487,3.817,5.378,4.406,-5.057,-4.677,-4.834,-5.693,-4.672,-12.939,-3.425,2.379,8.175,4.593,9.110,10.901,10.674,7.778,10.574,13.663,5.435,3.397,6.631,6.298,21.055,20.713,21.754,20.778,145.662,206.121,125.699,105.755,0.777,0.736,0.783,0.808,76.171,52.569,78.178,95.440
French,S28,Reading,American,American,P19,C,Low,PLAT,1103.958,1270.502,-3.626,-0.711,-5.668,-4.473,-9.726,-15.655,-12.823,-1.003,6.100,14.944,7.155,-3.470,-12.923,-13.995,-19.218,-5.744,11.884,19.384,12.805,3.757,9.909,10.602,7.787,11.402,7.507,7.849,7.414,7.430,19.329,20.182,16.334,21.372,186.299,168.705,193.614,196.014,0.808,0.796,0.897,0.729,57.343,63.568,61.135,47.026
French,S28,Reading,American,American,P22,C,Low,PLAT,1044.390,1190.623,-5.673,-6.863,-2.371,-7.680,-0.265,0.185,0.235,-1.173,-5.408,-7.048,-2.606,-6.507,0.387,1.847,-1.259,0.535,9.910,9.515,11.941,8.303,11.353,10.436,11.049,12.550,7.521,7.442,7.554,7.561,20.116,18.415,22.718,19.287,114.020,103.247,101.068,137.278,0.827,0.777,0.819,0.875,70.325,80.000,72.900,59.904
French,S28,Reading,American,American,P23,M,High,IL,800.921,908.564,-2.084,-4.119,-2.780,0.617,-7.148,-10.201,-4.167,-6.973,5.064,6.081,1.387,7.590,3.431,4.799,2.569,2.871,16.385,22.916,7.209,18.691,21.383,25.986,16.978,20.992,9.559,13.478,6.071,8.957,17.500,18.334,15.217,18.906,183.768,189.731,184.892,176.798,0.678,0,0.645,0.709,84.106,0,94.306,74.472
French,S28,Reading,American,American,P25,C,Low,PLAT,970.318,1169.358,-2.044,-0.897,-4.768,-0.516,-2.632,4.991,0.433,-13.357,0.588,-5.888,-5.201,12.841,5.680,9.892,7.182,-0.015,18.234,17.047,16.489,21.182,21.362,19.459,17.449,27.151,17.058,15.251,15.481,20.466,20.536,20.257,23.436,17.994,125.424,94.800,99.501,183.219,0.820,0.789,0.889,0.782,61.023,67.511,56.343,59.285
French,S28,Reading,American,American,P26,C,High,IL,1009.971,1158.235,-5.857,-7.583,-2.508,-7.440,-2.025,-4.365,2.382,-4.012,-3.831,-3.218,-4.890,-3.428,3.993,2.975,5.552,3.511,3.389,2.449,4.477,3.289,16.684,15.803,18.418,15.883,6.257,-0.539,7.854,11.503,18.165,16.177,21.734,16.589,139.184,137.967,95.288,183.419,0.807,0.803,0.829,0.775,59.209,61.407,61.671,51.525
French,S28,Reading,American,American,P27,C,Low,PLAT,922.361,1088.904,-10.711,-11.551,-7.621,-12.849,-21.101,-22.409,-17.469,-23.254,10.390,10.857,9.848,10.404,-0.718,-0.509,1.705,-3.272,19.679,20.207,22.281,16.556,20.928,22.202,22.106,18.406,13.357,12.518,16.087,11.464,15.723,14.576,17.638,15.032,245.062,251.210,241.946,242.437,0.930,0,0.930,0,56.450,0,56.450,0
